Object Number,Is Public Domain,Object ID,Gallery Number,Department,AccessionYear,Object Name,Title,Culture,Reign,Portfolio,Constiuent ID,Artist Role,Artist Prefix,Artist Display Name,Artist Display Bio,Artist Suffix,Artist Nationality,Artist Begin Date,Artist End Date,Object Begin Date,Object End Date,Medium,Credit Line,Geography Type,City,State,County,Country,Classification
"42.50.28a, b",FALSE,24697,,Arms and Armor,1942,Pair of gauntlets,Pair of Gauntlets,German,,,,,,,,,,,,1501,1925,"Steel, gold, leather, copper alloy","Gift of Stephen V. Grancsay, 1942",,,,,Germany,Armor Parts-Gauntlets
42.50.29,TRUE,24698,373,Arms and Armor,1942,Hungarian-style shield,Hungarian-Style Shield,Eastern European,,,,,,,,,,,,1475,1575,"Wood, leather, gesso, polychromy","Gift of Stephen V. Grancsay, 1942",,,,,European,Shields
42.50.30,FALSE,24699,373,Arms and Armor,1942,Hungarian-style shield,Hungarian-Style Shield,Eastern European,,,,,,,,,,,,1475,1575,"Wood, leather, gesso, polychromy","Gift of Stephen V. Grancsay, 1942",,,,,European,Shields
42.50.31,TRUE,24700,,Arms and Armor,1942,Shield,Shield,"Italian, probably Venice",,,,,,,,,,,,1575,1625,"Wood, leather, gesso, polychromy, gold, silver foil","Gift of Stephen V. Grancsay, 1942",,probably Venice,,,Italy,Shields
42.50.34,TRUE,24702,373,Arms and Armor,1942,Side panel of a flank defense (Crupper) from a horse armor,Side Panel of a Flank Defense (Crupper) from a Horse Armor,German or Austrian,,,,,,,,,,,,1465,1525,"Steel, gold","Gift of Stephen V. Grancsay, 1942",,,,,Germany,Armor for Horse
42.50.38,TRUE,24705,373,Arms and Armor,1942,Lance head for the joust of war,Lance Head for the Joust of War,German,,,,,,,,,,,,1470,1545,Steel,"Gift of Stephen V. Grancsay, 1942",,,,,Germany,Shafted Weapons
42.50.39,TRUE,24706,373,Arms and Armor,1942,Lance head for the joust of war,Lance Head for the Joust of War,German,,,,,,,,,,,,1470,1545,Steel,"Gift of Stephen V. Grancsay, 1942",,,,,Germany,Shafted Weapons
42.50.40,TRUE,24707,373,Arms and Armor,1942,Lance head for the joust of peace,Lance Head for the Joust of Peace,"Northern European, perhaps Netherlandish",,,,,,,,,,,,1515,1555,Steel,"Gift of Stephen V. Grancsay, 1942",,,,,European,Shafted Weapons
42.50.33,TRUE,26447,,Arms and Armor,1942,Helmet,Great Sallet,Italian,,,,,,,,,,,,1350,1475,Steel,"Gift of Stephen V. Grancsay, 1942",,,,,Italy,Helmets
42.50.47,TRUE,26508,,Arms and Armor,1942,Close-helmet for the field,Close-Helmet for the Field,Western European,,,,,,,,,,,,1525,1575,Steel,"Gift of Stephen V. Grancsay, 1942",,,,,European,Helmets
37.189.13,TRUE,26510,,Arms and Armor,1937,Close-helmet,Close-Helmet for the Field,Italian,,,,,,,,,,,,1535,1595,"Steel, gold","Gift of Christian A. Zabriskie, 1937",,,,,Italy,Helmets
39.38,TRUE,26533,,Arms and Armor,1939,Close-helmet,Close-Helmet,"German, Nuremberg",,,9484,Armorer,Attributed to,Kunz Lochner,"German, Nuremberg, 1510–1567",,,1510,1567,1525,1575,"Steel, leather","Gift of Mrs. Theodore Offerman, in memory of her husband, 1939",,Nuremberg,,,Germany,Helmets
38.163.1a–d,TRUE,26534,,Arms and Armor,1938,Elements of an armor garniture,Elements from a Garniture Made for Christian I of Saxony (1560–1591),"German, Augsburg",,,9523,Armorer,,Anton Peffenhauser,"German, Augsburg, 1525–1603",,German,1525,1603,1582,1582,"Steel, gold, leather, brass","Fletcher Fund, 1938",,Augsburg,,,Germany,Armor for Man
36.25.2220,FALSE,27297,,Arms and Armor,1936,Flintlock gun,Flintlock Gun,Albanian; lock Turkish; trigger and guard European,,,,,,,,,,,,1701,1900,"Steel, brass, mother-of-pearl, iron","Bequest of George C. Stone, 1935",,,,,Albania,Firearms-Guns-Flintlock
38.6,TRUE,27619,373,Arms and Armor,1938,Sword pommel,"Sword Pommel with the Arms of Pierre de Dreux (ca. 1187–1250), Duke of Brittany and Earl of Richmond",French,,,,,,,,,,,,1215,1275,"Copper, gold, enamel, iron","Gift of Louis J. Cartier, 1938",,,,,France,Swords-Accessories
45.160.11,TRUE,27814,,Arms and Armor,1945,Print from a woodcut,The Tournament with Lances,German,,,161794,Artist,,Lucas Cranach the Elder,"German, Kronach 1472–1553 Weimar",,German,1472,1553,1509,1509,"Paper, ink","Gift of Alberta M. Welch, in memory of  Alexander McMillan Welch, 1945",,,,,Germany,Works on Paper-Prints
45.104,TRUE,27940,,Arms and Armor,1945,Powder flask,Powder Flask,Norwegian,,,,,,,,,,,,1700,1700,"Horn, wood (burled walnut)","Rogers Fund, 1945",,,,,Norway,Firearms Accessories-Powder Horns
45.160.4,FALSE,27945,,Arms and Armor,1945,Miquelet lock,Miquelet Lock,Italian,,,,,,,,,,,,1725,1725,Steel,"Gift of Mrs. Alexander McMillan Welch, in memory of Alexander McMillan Welch, 1945",,Rome,,,Italy,Firearms Parts
45.161,TRUE,27949,,Arms and Armor,1945,Snaphaunce lock,Snaphaunce Lock,Italian,,,,,,,,,,,,1601,1700,Iron,"Gift of Stephen V. Grancsay, in memeory of Alexander McMillan Welch, 1945",,,,Brescia,Italy,Firearms Parts
42.50.15,TRUE,27960,,Arms and Armor,1942,Barbute,Barbute,"Italian, Milan",,,,,,,,,,,,1435,1485,Steel,"Gift of Stephen V. Grancsay, 1942",,Milan,,,Italy,Helmets
45.160.9-10,FALSE,28992,,Arms and Armor,1945,Pair of flintlock pistols,Pair of Flintlock Pistols,"Belgian, Liège",,,,,,,,,,,,1701,1800,Steel,"Gift of Mrs. Alexander McMillan Welch, in memory of Alexander McMillan Welch, 1945",,Liège,,,Belgium,Firearms-Pistols-Flintlock
42.50.3,TRUE,29006,,Arms and Armor,1942,Sword,Sword,Italian,,,,,,,,,,,,1850,1900,"Bronze, mercury, gold, horn, copper","Gift of Stephen V. Grancsay, 1942",,,,,Italy,Swords
42.50.6,FALSE,29007,,Arms and Armor,1942,Partisan,Partisan,German,,,,,,,,,,,,1620,1620,Steel,"Gift of Stephen V. Grancsay, 1942",,,,,Germany,Shafted Weapons
42.50.11,FALSE,29008,,Arms and Armor,1942,Partisan,Partisan,French,,,,,,,,,,,,1615,1665,Steel,"Gift of Stephen V. Grancsay, 1942",,,,,France,Shafted Weapons
42.50.19,TRUE,29011,,Arms and Armor,1942,Halberd,Halberd,German,,,,,,,,,,,,1615,1665,"Steel, wood","Gift of Stephen V. Grancsay, 1942",,,,,Germany,Shafted Weapons
42.50.22,FALSE,29014,,Arms and Armor,1942,Toe-cap for a foot defense (Sabaton),Toe Cap for a Foot Defense (Sabaton),German,,,,,,,,,,,,1485,1535,"Steel, gold","Gift of Stephen V. Grancsay, 1942",,,,,Germany,Armor Parts
42.50.23,FALSE,29015,,Arms and Armor,1942,Self-winding wheellock pistol,Self-Winding Wheellock Pistol,Danish,,,,,,,,,,,,1601,1700,"Steel, wood (walnut), brass","Gift of Stephen V. Grancsay, 1942",,,,,Denmark,Firearms-Pistols-Wheellock
42.50.26,TRUE,29016,,Arms and Armor,1942,Bit,Double Curb Bit,South German,,,,,,,,,,,,1600,1650,"Iron alloy, tin","Gift of Stephen V. Grancsay, 1942",,,,,Germany,Equestrian Equipment-Bits
42.50.41,FALSE,29017,,Arms and Armor,1942,Cape of mail,Cape of Mail,German,,,,,,,,,,,,1525,1575,"Steel, brass, copper alloy (latten), iron, leather (modern)","Gift of Stephen V. Grancsay, 1942",,,,,Germany,Mail
"42.50.42a, b",FALSE,29018,,Arms and Armor,1942,Pair of mail sleeves,Pair of Mail Sleeves,German,,,,,,,,,,,,1501,1600,Steel,"Gift of Stephen V. Grancsay, 1942",,,,,Germany,Mail
42.50.43,FALSE,29019,,Arms and Armor,1942,Sleeve of mail,Sleeve of Mail,German,,,,,,,,,,,,1501,1600,"Steel, copper alloy (latten), brass","Gift of Stephen V. Grancsay, 1942",,,,,Germany,Mail
42.50.44,TRUE,29020,371,Arms and Armor,1942,Mace,Mace,Italian,,,,,,,,,,,,1525,1625,Steel,"Gift of Stephen V. Grancsay, 1942",,,,,Italy,Shafted Weapons
42.50.45,FALSE,29021,,Arms and Armor,1942,Mace,Mace,German,,,,,,,,,,,,1401,1500,"Steel, gold","Gift of Stephen V. Grancsay, 1942",,,,,Germany,Shafted Weapons
42.50.48,FALSE,29022,,Arms and Armor,1942,Sword pommel,Sword Pommel,Italian,,,,,,,,,,,,1501,1600,Steel,"Gift of Stephen V. Grancsay, 1942",,,,,Italy,Swords-Accessories
42.50.49,FALSE,29023,,Arms and Armor,1942,Sword pommel,Sword Pommel,Italian,,,,,,,,,,,,1501,1600,Steel,"Gift of Stephen V. Grancsay, 1942",,,,,Italy,Swords-Accessories
42.50.50,FALSE,29024,,Arms and Armor,1942,Sword pommel,Sword Pommel,Italian,,,,,,,,,,,,1525,1575,Steel,"Gift of Stephen V. Grancsay, 1942",,,,,Italy,Swords-Accessories
42.50.51,FALSE,29025,,Arms and Armor,1942,Sword pommel,Sword Pommel,Italian,,,,,,,,,,,,1650,1700,Steel,"Gift of Stephen V. Grancsay, 1942",,,,,Italy,Swords-Accessories
42.50.52,FALSE,29026,,Arms and Armor,1942,Sword pommel,Sword Pommel,Italian,,,,,,,,,,,,1501,1600,Steel,"Gift of Stephen V. Grancsay, 1942",,,,,Italy,Swords-Accessories
42.50.53,FALSE,29027,,Arms and Armor,1942,Sword pommel,Sword Pommel,Italian,,,,,,,,,,,,1501,1600,Steel,"Gift of Stephen V. Grancsay, 1942",,,,,Italy,Swords-Accessories
42.50.54,FALSE,29028,,Arms and Armor,1942,Sword pommel,Sword Pommel,Italian,,,,,,,,,,,,1501,1600,Steel,"Gift of Stephen V. Grancsay, 1942",,,,,Italy,Swords-Accessories
42.50.55,FALSE,29029,,Arms and Armor,1942,Sword pommel,Sword Pommel,Italian,,,,,,,,,,,,1501,1600,Steel,"Gift of Stephen V. Grancsay, 1942",,,,,Italy,Swords-Accessories
42.50.56,FALSE,29030,,Arms and Armor,1942,Sword pommel,Sword Pommel,Italian,,,,,,,,,,,,1501,1600,Steel,"Gift of Stephen V. Grancsay, 1942",,,,,Italy,Swords-Accessories
42.50.57,FALSE,29031,,Arms and Armor,1942,Sword pommel,Sword Pommel,Italian,,,,,,,,,,,,1501,1600,Steel,"Gift of Stephen V. Grancsay, 1942",,,,,Italy,Swords-Accessories
42.50.58,FALSE,29032,,Arms and Armor,1942,Sword pommel,Sword Pommel,Italian,,,,,,,,,,,,1501,1600,Steel,"Gift of Stephen V. Grancsay, 1942",,,,,Italy,Swords-Accessories
42.50.59,FALSE,29033,,Arms and Armor,1942,Sword pommel,Sword Pommel,Italian,,,,,,,,,,,,1501,1600,Steel,"Gift of Stephen V. Grancsay, 1942",,,,,Italy,Swords-Accessories
42.50.61,FALSE,29035,,Arms and Armor,1942,Sword pommel,Sword Pommel,Italian,,,,,,,,,,,,1501,1600,Steel,"Gift of Stephen V. Grancsay, 1942",,,,,Italy,Swords-Accessories
42.50.62,FALSE,29036,,Arms and Armor,1942,Sword pommel,Sword Pommel,Italian,,,,,,,,,,,,1501,1600,"Steel, gold","Gift of Stephen V. Grancsay, 1942",,,,,Italy,Swords-Accessories
42.50.63,FALSE,29037,,Arms and Armor,1942,Sword pommel,Sword Pommel,French,,,,,,,,,,,,1801,1900,"Steel, gold","Gift of Stephen V. Grancsay, 1942",,,,,France,Swords-Accessories
42.50.64,FALSE,29038,,Arms and Armor,1942,Sword pommel,Sword Pommel,Italian,,,,,,,,,,,,1701,1800,Steel,"Gift of Stephen V. Grancsay, 1942",,,,,Italy,Swords-Accessories
42.50.66,FALSE,29039,,Arms and Armor,1942,Sword pommel,Sword Pommel,Italian,,,,,,,,,,,,1701,1800,Steel,"Gift of Stephen V. Grancsay, 1942",,,,,Italy,Swords-Accessories
42.50.67,FALSE,29040,,Arms and Armor,1942,Sword pommel,Sword Pommel,Italian,,,,,,,,,,,,1701,1800,Steel,"Gift of Stephen V. Grancsay, 1942",,,,,Italy,Swords-Accessories
42.50.68,FALSE,29041,,Arms and Armor,1942,Sword pommel,Sword Pommel,Italian,,,,,,,,,,,,1501,1600,Steel,"Gift of Stephen V. Grancsay, 1942",,,,,Italy,Swords-Accessories
42.50.69,FALSE,29042,,Arms and Armor,1942,Sword pommel,Sword Pommel,Italian,,,,,,,,,,,,1501,1600,Steel,"Gift of Stephen V. Grancsay, 1942",,,,,Italy,Swords-Accessories
42.50.70,FALSE,29043,,Arms and Armor,1942,Sword pommel,Sword Pommel,Italian,,,,,,,,,,,,1501,1600,Steel,"Gift of Stephen V. Grancsay, 1942",,,,,Italy,Swords-Accessories
42.50.71,FALSE,29044,,Arms and Armor,1942,Sword pommel,Sword Pommel,Italian,,,,,,,,,,,,1501,1600,Steel,"Gift of Stephen V. Grancsay, 1942",,,,,Italy,Swords-Accessories
42.50.72,FALSE,29045,,Arms and Armor,1942,Sword pommel,Sword Pommel,German,,,,,,,,,,,,1601,1700,Steel,"Gift of Stephen V. Grancsay, 1942",,,,,Germany,Swords-Accessories
42.50.74,FALSE,29046,,Arms and Armor,1942,Sword pommel,Sword Pommel,German,,,,,,,,,,,,1601,1700,Steel,"Gift of Stephen V. Grancsay, 1942",,,,,Germany,Swords-Accessories
42.50.76,FALSE,29047,,Arms and Armor,1942,Sword pommel,Sword Pommel,German,,,,,,,,,,,,1501,1600,Steel,"Gift of Stephen V. Grancsay, 1942",,,,,Germany,Swords-Accessories
42.50.79,FALSE,29048,,Arms and Armor,1942,Sword pommel,Sword Pommel,German,,,,,,,,,,,,1501,1600,Steel,"Gift of Stephen V. Grancsay, 1942",,,,,Germany,Swords-Accessories
42.50.81,FALSE,29049,,Arms and Armor,1942,Sword pommel,Sword Pommel,Italian,,,,,,,,,,,,1501,1600,"Steel, silver","Gift of Stephen V. Grancsay, 1942",,,,,Italy,Swords-Accessories
42.50.82,FALSE,29050,,Arms and Armor,1942,Sword pommel,Sword Pommel,Italian,,,,,,,,,,,,1501,1600,Steel,"Gift of Stephen V. Grancsay, 1942",,,,,Italy,Swords-Accessories
42.50.83,FALSE,29051,,Arms and Armor,1942,Sword pommel,Sword Pommel,German,,,,,,,,,,,,1501,1600,"Steel, silver","Gift of Stephen V. Grancsay, 1942",,,,,Germany,Swords-Accessories
42.50.84,FALSE,29052,,Arms and Armor,1942,Sword pommel,Sword Pommel,German,,,,,,,,,,,,1501,1600,"Steel, silver","Gift of Stephen V. Grancsay, 1942",,,,,Germany,Swords-Accessories
42.50.85,FALSE,29053,,Arms and Armor,1942,Sword pommel,Sword Pommel,Italian,,,,,,,,,,,,1501,1600,Steel,"Gift of Stephen V. Grancsay, 1942",,,,,Italy,Swords-Accessories
42.50.86,FALSE,29054,,Arms and Armor,1942,Sword pommel,Sword Pommel,Italian,,,,,,,,,,,,1501,1600,"Steel, gold","Gift of Stephen V. Grancsay, 1942",,,,,Italy,Swords-Accessories
42.50.88,FALSE,29055,,Arms and Armor,1942,Sword pommel,Sword Pommel,Italian,,,,,,,,,,,,1501,1600,"Brass, silver","Gift of Stephen V. Grancsay, 1942",,,,,Italy,Swords-Accessories
42.50.90,FALSE,29057,,Arms and Armor,1942,Sword pommel,Sword Pommel,Italian,,,,,,,,,,,,1501,1600,"Steel, gold","Gift of Stephen V. Grancsay, 1942",,,,,Italy,Swords-Accessories
42.50.91,FALSE,29058,,Arms and Armor,1942,Sword pommel,Sword Pommel,French,,,,,,,,,,,,1501,1600,Steel,"Gift of Stephen V. Grancsay, 1942",,,,,France,Swords-Accessories
42.50.94,FALSE,29060,,Arms and Armor,1942,Sword pommel,Sword Pommel,Italian,,,,,,,,,,,,1501,1600,"Steel, silver, gold","Gift of Stephen V. Grancsay, 1942",,,,,Italy,Swords-Accessories
42.50.95,FALSE,29061,,Arms and Armor,1942,Sword pommel,Sword Pommel,Italian,,,,,,,,,,,,1501,1600,Steel,"Gift of Stephen V. Grancsay, 1942",,,,,Italy,Swords-Accessories
42.50.96,FALSE,29062,,Arms and Armor,1942,Sword pommel,Sword Pommel,French,,,,,,,,,,,,1601,1700,"Steel, silver","Gift of Stephen V. Grancsay, 1942",,,,,France,Swords-Accessories
42.50.97,FALSE,29063,,Arms and Armor,1942,Sword pommel,Sword Pommel,Italian,,,,,,,,,,,,1501,1600,Steel,"Gift of Stephen V. Grancsay, 1942",,,,,Italy,Swords-Accessories
42.50.100,FALSE,29064,,Arms and Armor,1942,Sword pommel,Sword Pommel,Italian,,,,,,,,,,,,1601,1700,Steel,"Gift of Stephen V. Grancsay, 1942",,,,,Italy,Swords-Accessories
42.50.101,FALSE,29065,,Arms and Armor,1942,Sword pommel,Sword Pommel,Italian,,,,,,,,,,,,1501,1600,"Steel, silver","Gift of Stephen V. Grancsay, 1942",,,,,Italy,Swords-Accessories
42.50.103,FALSE,29067,,Arms and Armor,1942,Sword pommel,Sword Pommel,Italian,,,,,,,,,,,,1501,1600,Iron alloy,"Gift of Stephen V. Grancsay, 1942",,,,,Italy,Swords-Accessories
42.50.104,FALSE,29068,,Arms and Armor,1942,Sword pommel,Sword Pommel,French,,,,,,,,,,,,1601,1700,Steel,"Gift of Stephen V. Grancsay, 1942",,,,,France,Swords-Accessories
42.50.105,FALSE,29069,,Arms and Armor,1942,Sword pommel,Sword Pommel,German,,,,,,,,,,,,1501,1600,Steel,"Gift of Stephen V. Grancsay, 1942",,,,,Germany,Swords-Accessories
42.50.106,FALSE,29070,,Arms and Armor,1942,Sword pommel,Sword Pommel,Italian,,,,,,,,,,,,1601,1700,Steel,"Gift of Stephen V. Grancsay, 1942",,,,,Italy,Swords-Accessories
42.50.107,FALSE,29071,,Arms and Armor,1942,Sword pommel,Sword Pommel,Italian,,,,,,,,,,,,1601,1700,"Steel, silver, gold","Gift of Stephen V. Grancsay, 1942",,,,,Italy,Swords-Accessories
42.50.109,FALSE,29073,,Arms and Armor,1942,Sword pommel,Sword Pommel,Italian,,,,,,,,,,,,1501,1600,Steel,"Gift of Stephen V. Grancsay, 1942",,,,,Italy,Swords-Accessories
42.50.110,FALSE,29074,,Arms and Armor,1942,Sword pommel,Sword Pommel,possibly German or Dutch,,,,,,,,,,,,1475,1525,Steel,"Gift of Stephen V. Grancsay, 1942",,,,,Germany,Swords-Accessories
42.50.112,FALSE,29076,,Arms and Armor,1942,Sword pommel,Sword Pommel,French,,,,,,,,,,,,1601,1700,Steel,"Gift of Stephen V. Grancsay, 1942",,,,,France,Swords-Accessories
42.50.117,FALSE,29081,,Arms and Armor,1942,Sword pommel,Sword Pommel,Italian,,,,,,,,,,,,1601,1700,Steel,"Gift of Stephen V. Grancsay, 1942",,,,,Italy,Swords-Accessories
42.50.118,FALSE,29082,,Arms and Armor,1942,Sword pommel,Sword Pommel,French,,,,,,,,,,,,1601,1700,"Steel, gold","Gift of Stephen V. Grancsay, 1942",,,,,France,Swords-Accessories
42.50.119,FALSE,29083,,Arms and Armor,1942,Sword pommel,Sword Pommel,French,,,,,,,,,,,,1601,1700,Steel,"Gift of Stephen V. Grancsay, 1942",,,,,France,Swords-Accessories
42.50.120,FALSE,29084,,Arms and Armor,1942,Sword pommel,Sword Pommel,Italian,,,,,,,,,,,,1501,1600,"Steel, silver","Gift of Stephen V. Grancsay, 1942",,,,,Italy,Swords-Accessories
42.50.121,FALSE,29085,,Arms and Armor,1942,Sword pommel,Sword Pommel,German,,,,,,,,,,,,1501,1600,Steel,"Gift of Stephen V. Grancsay, 1942",,,,,Germany,Swords-Accessories
42.50.122,FALSE,29086,,Arms and Armor,1942,Sword pommel,Sword Pommel,Italian,,,,,,,,,,,,1601,1700,"Steel, gold","Gift of Stephen V. Grancsay, 1942",,,,,Italy,Swords-Accessories
42.50.124,FALSE,29088,,Arms and Armor,1942,Sword pommel,Sword Pommel,German,,,,,,,,,,,,1601,1700,"Steel, silver","Gift of Stephen V. Grancsay, 1942",,,,,Germany,Swords-Accessories
42.50.126,FALSE,29089,,Arms and Armor,1942,Dagger pommel,Dagger Pommel,Italian,,,,,,,,,,,,1501,1600,"Steel, gold, silver","Gift of Stephen V. Grancsay, 1942",,,,,Italy,Daggers
42.50.127,FALSE,29091,,Arms and Armor,1942,Sword pommel,Sword Pommel,German,,,,,,,,,,,,1601,1700,Steel,"Gift of Stephen V. Grancsay, 1942",,,,,Germany,Swords-Accessories
42.50.128,FALSE,29092,,Arms and Armor,1942,Sword pommel,Sword Pommel,Italian,,,,,,,,,,,,1401,1500,Bronze,"Gift of Stephen V. Grancsay, 1942",,,,,Italy,Swords-Accessories
42.50.129,FALSE,29093,,Arms and Armor,1942,Sword pommel,Sword Pommel,Italian,,,,,,,,,,,,1401,1500,Bronze,"Gift of Stephen V. Grancsay, 1942",,,,,Italy,Swords-Accessories
42.50.130,FALSE,29094,,Arms and Armor,1942,Sword pommel,Sword Pommel,Italian,,,,,,,,,,,,1401,1500,Bronze,"Gift of Stephen V. Grancsay, 1942",,,,,Italy,Swords-Accessories
42.50.131,FALSE,29095,,Arms and Armor,1942,Sword pommel,Sword Pommel,Italian,,,,,,,,,,,,1401,1500,Bronze,"Gift of Stephen V. Grancsay, 1942",,,,,Italy,Swords-Accessories
42.50.132,FALSE,29096,,Arms and Armor,1942,Dagger pommel,Dagger Pommel,Italian,,,,,,,,,,,,1401,1500,"Bronze, gold, paint","Gift of Stephen V. Grancsay, 1942",,,,,Italy,Swords
42.50.133,FALSE,29097,,Arms and Armor,1942,Sword pommel,Sword Pommel,Italian,,,,,,,,,,,,1301,1400,"Bronze, paint","Gift of Stephen V. Grancsay, 1942",,,,,Italy,Swords-Accessories
42.50.134,FALSE,29098,,Arms and Armor,1942,Dagger pommel,Dagger Pommel,Italian,,,,,,,,,,,,1301,1400,"Bronze, possibly pigment","Gift of Stephen V. Grancsay, 1942",,,,,Italy,Daggers
42.50.135,FALSE,29099,,Arms and Armor,1942,Sword pommel,Sword Pommel,Italian,,,,,,,,,,,,1301,1400,"Steel, gold","Gift of Stephen V. Grancsay, 1942",,,,,Italy,Swords-Accessories
42.50.136,FALSE,29100,,Arms and Armor,1942,Sword pommel,Sword Pommel,Italian,,,,,,,,,,,,1201,1300,Bronze,"Gift of Stephen V. Grancsay, 1942",,,,,Italy,Swords-Accessories
42.50.137,FALSE,29101,,Arms and Armor,1942,Sword pommel,Sword Pommel,Italian,,,,,,,,,,,,1301,1400,Steel,"Gift of Stephen V. Grancsay, 1942",,,,,Italy,Swords-Accessories
42.50.139,FALSE,29102,,Arms and Armor,1942,Sword pommel,Sword Pommel,Italian,,,,,,,,,,,,1400,1450,Steel,"Gift of Stephen V. Grancsay, 1942",,,,,Italy,Swords-Accessories
42.50.140,FALSE,29103,,Arms and Armor,1942,Sword pommel,Sword Pommel,Italian,,,,,,,,,,,,1201,1300,Steel,"Gift of Stephen V. Grancsay, 1942",,,,,Italy,Swords-Accessories
42.50.144,FALSE,29104,,Arms and Armor,1942,Sword pommel,Sword Pommel,Italian,,,,,,,,,,,,1601,1700,Steel,"Gift of Stephen V. Grancsay, 1942",,,,,Italy,Swords-Accessories
42.50.147,FALSE,29105,,Arms and Armor,1942,Grip and pommel of sword,Grip and Pommel of Sword,Italian,,,,,,,,,,,,1501,1600,Steel,"Gift of Stephen V. Grancsay, 1942",,,,,Italy,Swords-Accessories
42.50.150,FALSE,29108,,Arms and Armor,1942,Dagger pommel,Dagger Pommel,Italian,,,,,,,,,,,,1401,1500,"Bronze, gold, pigment","Gift of Stephen V. Grancsay, 1942",,,,,Italy,Daggers
42.50.151,FALSE,29109,,Arms and Armor,1942,Sword pommel,Sword Pommel,Italian,,,,,,,,,,,,1701,1800,Bronze,"Gift of Stephen V. Grancsay, 1942",,,,,Italy,Swords-Accessories
42.50.152,FALSE,29110,,Arms and Armor,1942,Sword pommel,Sword Pommel,Italian,,,,,,,,,,,,1501,1600,Bronze,"Gift of Stephen V. Grancsay, 1942",,,,,Italy,Swords-Accessories
42.50.153,TRUE,29111,,Arms and Armor,1942,Sword pommel,Sword Pommel,Italian,,,,,,,,,,,,1501,1600,"Bronze, gold","Gift of Stephen V. Grancsay, 1942",,,,,Italy,Swords-Accessories
